order_id,order_year,order_month,order_day,demand_phase,product_id,product_title,product_category,current_product_stock,client_id,price_inr,quantity_ordered
O04879,2014,11,12,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,564,C002,1200,6
O02754,2014,11,13,pre_covid,P001,Laptop,Electronics,35,C014,55000,7
O05675,2014,11,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,210,C001,3500,6
O03679,2014,11,14,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2412,C010,800,1
O06531,2014,11,14,pre_covid,P003,Smartphone,Electronics,177,C018,22000,2
O05906,2014,11,15,pre_covid,P012,Festive Sarees,Fashion,1391,C013,6000,16
O06532,2014,11,15,pre_covid,P012,Festive Sarees,Fashion,978,C009,6000,17
O06780,2014,11,15,pre_covid,P009,Yoga Mat,Gym Equipment,776,C017,1500,1
O04228,2014,11,16,pre_covid,P012,Festive Sarees,Fashion,1021,C016,6000,19
O04266,2014,11,16,pre_covid,P010,Men's Formal Shirts,Fashion,1145,C010,1800,7
O05152,2014,11,16,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,715,C015,3500,6
O06032,2014,11,16,pre_covid,P003,Smartphone,Electronics,304,C014,22000,6
O00875,2014,11,17,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,723,C014,1200,4
O00986,2014,11,17,pre_covid,P003,Smartphone,Electronics,212,C011,22000,6
O04127,2014,11,17,pre_covid,P004,Air Purifier,Home & Kitchen,113,C019,12000,2
O07683,2014,11,17,pre_covid,P007,Treadmill,Gym Equipment,73,C002,42000,3
O03710,2014,11,18,pre_covid,P003,Smartphone,Electronics,43,C001,22000,3
O04620,2014,11,18,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2619,C020,800,4
O06585,2014,11,18,pre_covid,P002,Webcam & Headset Combo,Electronics,295,C014,4500,7
O00888,2014,11,19,pre_covid,P010,Men's Formal Shirts,Fashion,2845,C014,1800,18
O01315,2014,11,19,pre_covid,P003,Smartphone,Electronics,167,C013,22000,6
O00384,2014,11,20,pre_covid,P010,Men's Formal Shirts,Fashion,2876,C014,1800,16
O02541,2014,11,20,pre_covid,P004,Air Purifier,Home & Kitchen,238,C003,12000,5
O04450,2014,11,20,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2645,C003,800,2
O00052,2014,11,21,pre_covid,P004,Air Purifier,Home & Kitchen,262,C010,12000,1
O07095,2014,11,21,pre_covid,P003,Smartphone,Electronics,38,C002,22000,2
O07370,2014,11,21,pre_covid,P003,Smartphone,Electronics,329,C007,22000,3
O07509,2014,11,21,pre_covid,P002,Webcam & Headset Combo,Electronics,24,C002,4500,12
O01316,2014,11,22,pre_covid,P012,Festive Sarees,Fashion,1223,C013,6000,9
O02488,2014,11,22,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,631,C003,3500,3
O07278,2014,11,23,pre_covid,P012,Festive Sarees,Fashion,563,C005,6000,10
O07962,2014,11,23,pre_covid,P001,Laptop,Electronics,137,C007,55000,5
O03411,2014,11,24,pre_covid,P010,Men's Formal Shirts,Fashion,1528,C014,1800,7
O00200,2014,11,25,pre_covid,P011,Casual Loungewear Set,Fashion,3495,C019,1200,6
O02207,2014,11,25,pre_covid,P003,Smartphone,Electronics,378,C006,22000,8
O02958,2014,11,25,pre_covid,P010,Men's Formal Shirts,Fashion,1725,C014,1800,9
O03422,2014,11,25,pre_covid,P004,Air Purifier,Home & Kitchen,278,C004,12000,5
O07511,2014,11,25,pre_covid,P010,Men's Formal Shirts,Fashion,1046,C005,1800,17
O07925,2014,11,26,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,24,C001,8500,4
O02914,2014,11,27,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,181,C004,3500,2
O04256,2014,11,27,pre_covid,P009,Yoga Mat,Gym Equipment,245,C003,1500,1
O06820,2014,11,27,pre_covid,P003,Smartphone,Electronics,117,C002,22000,6
O03675,2014,11,28,pre_covid,P012,Festive Sarees,Fashion,1317,C012,6000,12
O05111,2014,11,28,pre_covid,P005,Microwave Oven,Home & Kitchen,205,C020,9000,4
O00086,2014,11,29,pre_covid,P003,Smartphone,Electronics,388,C020,22000,3
O01685,2014,11,29,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,227,C008,7500,6
O03550,2014,11,29,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,183,C004,8500,6
O00575,2014,11,30,pre_covid,P012,Festive Sarees,Fashion,1601,C014,6000,12
O04945,2014,12,1,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,556,C012,1200,2
O05150,2014,12,1,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,482,C015,1200,6
O05502,2014,12,1,pre_covid,P007,Treadmill,Gym Equipment,70,C010,42000,2
O07371,2014,12,1,pre_covid,P001,Laptop,Electronics,22,C012,55000,2
O01494,2014,12,2,pre_covid,P010,Men's Formal Shirts,Fashion,2577,C005,1800,15
O02779,2014,12,2,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2849,C015,800,6
O05504,2014,12,2,pre_covid,P003,Smartphone,Electronics,380,C001,22000,2
O05913,2014,12,2,pre_covid,P003,Smartphone,Electronics,328,C014,22000,3
O03281,2014,12,3,pre_covid,P010,Men's Formal Shirts,Fashion,1592,C004,1800,19
O05113,2014,12,3,pre_covid,P007,Treadmill,Gym Equipment,35,C009,42000,1
O06778,2014,12,3,pre_covid,P010,Men's Formal Shirts,Fashion,1433,C009,1800,6
O00263,2014,12,4,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2885,C020,800,4
O04107,2014,12,4,pre_covid,P003,Smartphone,Electronics,365,C004,22000,3
O01508,2014,12,5,pre_covid,P003,Smartphone,Electronics,101,C009,22000,2
O04520,2014,12,5,pre_covid,P012,Festive Sarees,Fashion,899,C005,6000,7
O05743,2014,12,5,pre_covid,P002,Webcam & Headset Combo,Electronics,440,C016,4500,6
O06095,2014,12,5,pre_covid,P003,Smartphone,Electronics,286,C010,22000,7
O01193,2014,12,6,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,72,C009,7500,4
O06424,2014,12,6,pre_covid,P001,Laptop,Electronics,92,C016,55000,4
O01229,2014,12,7,pre_covid,P011,Casual Loungewear Set,Fashion,2899,C017,1200,1
O05028,2014,12,8,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,37,C017,7500,6
O01436,2014,12,9,pre_covid,P009,Yoga Mat,Gym Equipment,1122,C004,1500,6
O03632,2014,12,10,pre_covid,P003,Smartphone,Electronics,78,C013,22000,8
O07224,2014,12,10,pre_covid,P001,Laptop,Electronics,45,C010,55000,7
O06336,2014,12,12,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,286,C016,7500,4
O01010,2014,12,13,pre_covid,P010,Men's Formal Shirts,Fashion,2753,C014,1800,12
O01832,2014,12,13,pre_covid,P005,Microwave Oven,Home & Kitchen,90,C002,9000,2
O04869,2014,12,13,pre_covid,P010,Men's Formal Shirts,Fashion,844,C006,1800,8
O06278,2014,12,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,969,C004,3500,5
O03891,2014,12,14,pre_covid,P010,Men's Formal Shirts,Fashion,1298,C007,1800,20
O07079,2014,12,14,pre_covid,P010,Men's Formal Shirts,Fashion,1285,C014,1800,15
O01959,2014,12,15,pre_covid,P004,Air Purifier,Home & Kitchen,89,C002,12000,3
O03840,2014,12,15,pre_covid,P003,Smartphone,Electronics,398,C017,22000,4
O04576,2014,12,15,pre_covid,P010,Men's Formal Shirts,Fashion,1008,C008,1800,6
O01176,2014,12,16,pre_covid,P012,Festive Sarees,Fashion,1328,C007,6000,10
O05252,2014,12,17,pre_covid,P012,Festive Sarees,Fashion,434,C020,6000,13
O00751,2014,12,18,pre_covid,P002,Webcam & Headset Combo,Electronics,600,C007,4500,20
O02928,2014,12,18,pre_covid,P003,Smartphone,Electronics,243,C003,22000,8
O01644,2014,12,19,pre_covid,P002,Webcam & Headset Combo,Electronics,368,C005,4500,15
O05475,2014,12,19,pre_covid,P004,Air Purifier,Home & Kitchen,111,C007,12000,6
O06258,2014,12,19,pre_covid,P012,Festive Sarees,Fashion,1159,C006,6000,6
O00397,2014,12,20,pre_covid,P010,Men's Formal Shirts,Fashion,2860,C009,1800,6
O01101,2014,12,20,pre_covid,P005,Microwave Oven,Home & Kitchen,195,C011,9000,2
O00621,2014,12,21,pre_covid,P012,Festive Sarees,Fashion,1564,C018,6000,19
O04365,2014,12,21,pre_covid,P004,Air Purifier,Home & Kitchen,64,C007,12000,4
O04774,2014,12,21,pre_covid,P005,Microwave Oven,Home & Kitchen,159,C016,9000,5
O05588,2014,12,21,pre_covid,P007,Treadmill,Gym Equipment,58,C003,42000,1
O05985,2014,12,21,pre_covid,P002,Webcam & Headset Combo,Electronics,188,C018,4500,15
O00570,2014,12,22,pre_covid,P003,Smartphone,Electronics,303,C005,22000,4
O02461,2014,12,22,pre_covid,P010,Men's Formal Shirts,Fashion,2011,C014,1800,12
O04373,2014,12,22,pre_covid,P005,Microwave Oven,Home & Kitchen,137,C014,9000,6
O06727,2014,12,22,pre_covid,P010,Men's Formal Shirts,Fashion,1492,C008,1800,9
O03428,2014,12,23,pre_covid,P012,Festive Sarees,Fashion,1356,C012,6000,18
O03945,2014,12,24,pre_covid,P005,Microwave Oven,Home & Kitchen,116,C008,9000,5
O04306,2014,12,24,pre_covid,P012,Festive Sarees,Fashion,985,C018,6000,13
O04600,2014,12,24,pre_covid,P002,Webcam & Headset Combo,Electronics,363,C015,4500,17
O05971,2014,12,24,pre_covid,P003,Smartphone,Electronics,322,C002,22000,4
O07616,2014,12,24,pre_covid,P005,Microwave Oven,Home & Kitchen,94,C015,9000,2
O05415,2014,12,25,pre_covid,P001,Laptop,Electronics,65,C020,55000,4
O01105,2014,12,26,pre_covid,P005,Microwave Oven,Home & Kitchen,193,C014,9000,3
O01756,2014,12,26,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1260,C010,3500,4
O07050,2014,12,26,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,174,C013,8500,5
O07942,2014,12,26,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,371,C018,3500,2
O03410,2014,12,27,pre_covid,P002,Webcam & Headset Combo,Electronics,234,C016,4500,16
O04655,2014,12,28,pre_covid,P002,Webcam & Headset Combo,Electronics,328,C004,4500,17
O05799,2014,12,28,pre_covid,P009,Yoga Mat,Gym Equipment,264,C004,1500,6
O04495,2014,12,29,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2638,C018,800,3
O04681,2014,12,29,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,720,C005,1200,4
O05353,2014,12,29,pre_covid,P009,Yoga Mat,Gym Equipment,688,C016,1500,1
O01243,2014,12,30,pre_covid,P012,Festive Sarees,Fashion,1275,C006,6000,16
O05392,2014,12,30,pre_covid,P007,Treadmill,Gym Equipment,12,C004,42000,1
O07559,2014,12,30,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,179,C004,7500,5
O01860,2014,12,31,pre_covid,P010,Men's Formal Shirts,Fashion,2336,C003,1800,14
O05197,2015,1,1,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2329,C011,824,3
O07157,2015,1,2,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1195,C016,3605,15
O01489,2015,1,3,pre_covid,P009,Yoga Mat,Gym Equipment,1081,C005,1545,10
O04283,2015,1,3,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,94,C013,8755,2
O05055,2015,1,3,pre_covid,P002,Webcam & Headset Combo,Electronics,528,C002,4635,3
O07524,2015,1,3,pre_covid,P005,Microwave Oven,Home & Kitchen,221,C017,9270,2
O01891,2015,1,4,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1179,C018,3605,20
O03770,2015,1,4,pre_covid,P007,Treadmill,Gym Equipment,25,C012,43260,3
O06083,2015,1,4,pre_covid,P009,Yoga Mat,Gym Equipment,1434,C017,1545,16
O00431,2015,1,5,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,84,C008,8755,6
O07203,2015,1,5,pre_covid,P002,Webcam & Headset Combo,Electronics,371,C015,4635,3
O07420,2015,1,5,pre_covid,P009,Yoga Mat,Gym Equipment,185,C013,1545,15
O01958,2015,1,6,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,298,C012,7725,1
O03450,2015,1,6,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,937,C013,3605,13
O04699,2015,1,6,pre_covid,P011,Casual Loungewear Set,Fashion,1702,C006,1236,5
O04994,2015,1,6,pre_covid,P009,Yoga Mat,Gym Equipment,995,C002,1545,19
O05246,2015,1,6,pre_covid,P005,Microwave Oven,Home & Kitchen,99,C009,9270,2
O06005,2015,1,7,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1105,C011,3605,6
O00053,2015,1,8,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1170,C008,1236,6
O06837,2015,1,8,pre_covid,P002,Webcam & Headset Combo,Electronics,124,C016,4635,1
O00476,2015,1,9,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,198,C003,7725,1
O05575,2015,1,9,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,158,C020,8755,2
O01544,2015,1,10,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,86,C001,8755,6
O03695,2015,1,10,pre_covid,P009,Yoga Mat,Gym Equipment,859,C017,1545,9
O04131,2015,1,10,pre_covid,P002,Webcam & Headset Combo,Electronics,330,C013,4635,1
O07308,2015,1,10,pre_covid,P009,Yoga Mat,Gym Equipment,290,C008,1545,11
O01475,2015,1,11,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,197,C018,7725,6
O03712,2015,1,11,pre_covid,P007,Treadmill,Gym Equipment,52,C019,43260,2
O04164,2015,1,11,pre_covid,P007,Treadmill,Gym Equipment,53,C004,43260,8
O07369,2015,1,11,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1040,C014,3605,12
O03126,2015,1,12,pre_covid,P001,Laptop,Electronics,74,C016,56650,1
O00131,2015,1,13,pre_covid,P004,Air Purifier,Home & Kitchen,245,C005,12360,1
O03878,2015,1,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,553,C008,3605,9
O03899,2015,1,13,pre_covid,P007,Treadmill,Gym Equipment,59,C005,43260,5
O07693,2015,1,13,pre_covid,P001,Laptop,Electronics,63,C015,56650,1
O07808,2015,1,13,pre_covid,P010,Men's Formal Shirts,Fashion,844,C013,1854,6
O06217,2015,1,14,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1261,C011,1236,3
O06364,2015,1,14,pre_covid,P004,Air Purifier,Home & Kitchen,203,C017,12360,6
O02037,2015,1,15,pre_covid,P003,Smartphone,Electronics,371,C007,22660,6
O05667,2015,1,15,pre_covid,P002,Webcam & Headset Combo,Electronics,486,C005,4635,6
O06316,2015,1,15,pre_covid,P004,Air Purifier,Home & Kitchen,216,C001,12360,4
O03247,2015,1,16,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,123,C019,8755,5
O03800,2015,1,16,pre_covid,P004,Air Purifier,Home & Kitchen,202,C020,12360,4
O01077,2015,1,17,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,575,C014,1236,2
O05597,2015,1,18,pre_covid,P007,Treadmill,Gym Equipment,54,C001,43260,2
O00817,2015,1,19,pre_covid,P007,Treadmill,Gym Equipment,69,C006,43260,8
O03533,2015,1,19,pre_covid,P002,Webcam & Headset Combo,Electronics,162,C002,4635,4
O03823,2015,1,19,pre_covid,P009,Yoga Mat,Gym Equipment,714,C002,1545,15
O04599,2015,1,19,pre_covid,P001,Laptop,Electronics,69,C005,56650,3
O04986,2015,1,19,pre_covid,P002,Webcam & Headset Combo,Electronics,79,C003,4635,6
O06930,2015,1,19,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,580,C003,1236,4
O01551,2015,1,20,pre_covid,P007,Treadmill,Gym Equipment,79,C015,43260,8
O04308,2015,1,20,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2672,C011,824,3
O02926,2015,1,21,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,179,C016,3605,20
O04035,2015,1,21,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,412,C012,3605,5
O05044,2015,1,21,pre_covid,P007,Treadmill,Gym Equipment,53,C003,43260,7
O00483,2015,1,22,pre_covid,P002,Webcam & Headset Combo,Electronics,266,C009,4635,3
O01762,2015,1,22,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1256,C018,3605,19
O03356,2015,1,22,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,229,C011,1236,2
O06382,2015,1,23,pre_covid,P003,Smartphone,Electronics,206,C001,22660,6
O07444,2015,1,24,pre_covid,P011,Casual Loungewear Set,Fashion,451,C010,1236,3
O05491,2015,1,26,pre_covid,P004,Air Purifier,Home & Kitchen,105,C015,12360,1
O07490,2015,1,26,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,121,C007,8755,5
O07780,2015,1,26,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1673,C014,1236,4
O00023,2015,1,27,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1044,C003,3605,18
O02327,2015,1,27,pre_covid,P004,Air Purifier,Home & Kitchen,279,C018,12360,3
O04546,2015,1,28,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,129,C004,3605,10
O06842,2015,1,28,pre_covid,P009,Yoga Mat,Gym Equipment,743,C016,1545,19
O06954,2015,1,28,pre_covid,P002,Webcam & Headset Combo,Electronics,108,C009,4635,6
O00670,2015,1,29,pre_covid,P003,Smartphone,Electronics,249,C013,22660,7
O02630,2015,1,29,pre_covid,P007,Treadmill,Gym Equipment,26,C003,43260,4
O02833,2015,1,29,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,284,C016,3605,14
O03017,2015,1,31,pre_covid,P010,Men's Formal Shirts,Fashion,1714,C012,1854,6
O05242,2015,1,31,pre_covid,P009,Yoga Mat,Gym Equipment,819,C016,1545,19
O06527,2015,1,31,pre_covid,P012,Festive Sarees,Fashion,991,C012,6180,4
O04619,2015,2,1,pre_covid,P005,Microwave Oven,Home & Kitchen,299,C017,9270,6
O06359,2015,2,1,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,1815,C016,824,5
O06536,2015,2,1,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,162,C001,8755,4
O00269,2015,2,2,pre_covid,P007,Treadmill,Gym Equipment,9,C012,43260,3
O03979,2015,2,2,pre_covid,P001,Laptop,Electronics,140,C020,56650,2
O04621,2015,2,2,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,188,C005,8755,2
O03620,2015,2,3,pre_covid,P002,Webcam & Headset Combo,Electronics,64,C012,4635,2
O04954,2015,2,3,pre_covid,P012,Festive Sarees,Fashion,622,C016,6180,17
O05641,2015,2,3,pre_covid,P005,Microwave Oven,Home & Kitchen,65,C015,9270,5
O00889,2015,2,4,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,642,C008,3605,4
O01054,2015,2,4,pre_covid,P012,Festive Sarees,Fashion,1387,C014,6180,11
O02713,2015,2,4,pre_covid,P001,Laptop,Electronics,52,C015,56650,2
O05659,2015,2,4,pre_covid,P007,Treadmill,Gym Equipment,48,C007,43260,2
O06253,2015,2,4,pre_covid,P002,Webcam & Headset Combo,Electronics,529,C011,4635,6
O06362,2015,2,5,pre_covid,P012,Festive Sarees,Fashion,1133,C013,6180,9
O01533,2015,2,6,pre_covid,P004,Air Purifier,Home & Kitchen,243,C010,12360,1
O01608,2015,2,6,pre_covid,P010,Men's Formal Shirts,Fashion,2488,C016,1854,5
O05621,2015,2,6,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1978,C002,1236,4
O07847,2015,2,6,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,443,C014,3605,2
O00495,2015,2,7,pre_covid,P001,Laptop,Electronics,64,C012,56650,1
O01161,2015,2,7,pre_covid,P002,Webcam & Headset Combo,Electronics,325,C015,4635,1
O01250,2015,2,7,pre_covid,P010,Men's Formal Shirts,Fashion,2686,C006,1854,17
O01342,2015,2,7,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,311,C004,1236,3
O04972,2015,2,7,pre_covid,P012,Festive Sarees,Fashion,602,C015,6180,9
O04865,2015,2,8,pre_covid,P001,Laptop,Electronics,106,C004,56650,3
O07678,2015,2,8,pre_covid,P002,Webcam & Headset Combo,Electronics,447,C012,4635,5
O02090,2015,2,9,pre_covid,P004,Air Purifier,Home & Kitchen,49,C012,12360,1
O03013,2015,2,10,pre_covid,P012,Festive Sarees,Fashion,215,C007,6180,18
O03910,2015,2,10,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2369,C013,824,2
O04353,2015,2,10,pre_covid,P003,Smartphone,Electronics,295,C003,22660,3
O04679,2015,2,10,pre_covid,P012,Festive Sarees,Fashion,821,C008,6180,10
O05411,2015,2,10,pre_covid,P010,Men's Formal Shirts,Fashion,499,C016,1854,10
O06880,2015,2,10,pre_covid,P004,Air Purifier,Home & Kitchen,114,C014,12360,5
O07842,2015,2,10,pre_covid,P004,Air Purifier,Home & Kitchen,201,C007,12360,3
O00811,2015,2,11,pre_covid,P009,Yoga Mat,Gym Equipment,1709,C004,1545,2
O05720,2015,2,11,pre_covid,P009,Yoga Mat,Gym Equipment,298,C007,1545,3
O07415,2015,2,11,pre_covid,P007,Treadmill,Gym Equipment,7,C006,43260,1
O00898,2015,2,12,pre_covid,P002,Webcam & Headset Combo,Electronics,463,C012,4635,4
O04982,2015,2,12,pre_covid,P009,Yoga Mat,Gym Equipment,999,C007,1545,4
O04881,2015,2,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1079,C015,3605,1
O01022,2015,2,14,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,631,C018,1236,4
O01279,2015,2,14,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,286,C003,7725,2
O02846,2015,2,14,pre_covid,P002,Webcam & Headset Combo,Electronics,307,C009,4635,3
O03167,2015,2,14,pre_covid,P003,Smartphone,Electronics,178,C019,22660,3
O05979,2015,2,14,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,1995,C001,824,4
O07417,2015,2,15,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,997,C010,3605,6
O01621,2015,2,16,pre_covid,P009,Yoga Mat,Gym Equipment,967,C001,1545,5
O02950,2015,2,16,pre_covid,P012,Festive Sarees,Fashion,251,C012,6180,19
O03758,2015,2,16,pre_covid,P004,Air Purifier,Home & Kitchen,237,C009,12360,6
O04092,2015,2,16,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2337,C016,824,1
O01267,2015,2,17,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,394,C011,1236,2
O02237,2015,2,17,pre_covid,P012,Festive Sarees,Fashion,664,C015,6180,12
O07966,2015,2,17,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,205,C005,7725,1
O05516,2015,2,18,pre_covid,P011,Casual Loungewear Set,Fashion,1150,C005,1236,3
O07772,2015,2,20,pre_covid,P010,Men's Formal Shirts,Fashion,883,C009,1854,14
O00409,2015,2,21,pre_covid,P009,Yoga Mat,Gym Equipment,2288,C016,1545,3
O04205,2015,2,22,pre_covid,P010,Men's Formal Shirts,Fashion,1182,C020,1854,12
O04778,2015,2,23,pre_covid,P009,Yoga Mat,Gym Equipment,1179,C018,1545,3
O05093,2015,2,23,pre_covid,P009,Yoga Mat,Gym Equipment,931,C012,1545,1
O06151,2015,2,23,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,1918,C019,824,2
O00069,2015,2,24,pre_covid,P003,Smartphone,Electronics,394,C006,22660,3
O00750,2015,2,24,pre_covid,P012,Festive Sarees,Fashion,1487,C020,6180,9
O01199,2015,2,24,pre_covid,P001,Laptop,Electronics,88,C017,56650,3
O01594,2015,2,24,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,90,C015,7725,2
O03384,2015,2,24,pre_covid,P010,Men's Formal Shirts,Fashion,1554,C005,1854,11
O07800,2015,2,24,pre_covid,P010,Men's Formal Shirts,Fashion,853,C006,1854,9
O01857,2015,2,25,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,3118,C007,824,5
O06619,2015,2,25,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,95,C020,8755,1
O07351,2015,2,25,pre_covid,P003,Smartphone,Electronics,337,C004,22660,1
O05707,2015,2,27,pre_covid,P001,Laptop,Electronics,83,C015,56650,1
O07046,2015,2,27,pre_covid,P010,Men's Formal Shirts,Fashion,1326,C014,1854,20
O07687,2015,2,27,pre_covid,P007,Treadmill,Gym Equipment,70,C013,43260,1
O00680,2015,2,28,pre_covid,P009,Yoga Mat,Gym Equipment,1976,C009,1545,5
O02522,2015,2,28,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2925,C011,824,1
O03947,2015,2,28,pre_covid,P010,Men's Formal Shirts,Fashion,1262,C001,1854,11
O05648,2015,2,28,pre_covid,P012,Festive Sarees,Fashion,192,C018,6180,18
O06295,2015,2,28,pre_covid,P005,Microwave Oven,Home & Kitchen,281,C015,9270,6
O03139,2015,3,1,pre_covid,P009,Yoga Mat,Gym Equipment,1104,C001,1545,3
O06051,2015,3,1,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1376,C007,1236,2
O07404,2015,3,1,pre_covid,P003,Smartphone,Electronics,324,C013,22660,1
O03087,2015,3,2,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,451,C013,1236,3
O04372,2015,3,2,pre_covid,P002,Webcam & Headset Combo,Electronics,529,C017,4635,6
O05614,2015,3,2,pre_covid,P010,Men's Formal Shirts,Fashion,398,C005,1854,10
O07269,2015,3,2,pre_covid,P011,Casual Loungewear Set,Fashion,499,C015,1236,2
O01302,2015,3,3,pre_covid,P007,Treadmill,Gym Equipment,3,C011,43260,3
O07591,2015,3,3,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,121,C009,7725,5
O04689,2015,3,4,pre_covid,P001,Laptop,Electronics,150,C011,56650,3
O05869,2015,3,4,pre_covid,P012,Festive Sarees,Fashion,1464,C006,6180,11
O01898,2015,3,5,pre_covid,P007,Treadmill,Gym Equipment,57,C017,43260,3
O07781,2015,3,5,pre_covid,P005,Microwave Oven,Home & Kitchen,254,C005,9270,4
O01443,2015,3,6,pre_covid,P005,Microwave Oven,Home & Kitchen,319,C020,9270,2
O05545,2015,3,6,pre_covid,P011,Casual Loungewear Set,Fashion,1143,C007,1236,1
O01870,2015,3,8,pre_covid,P012,Festive Sarees,Fashion,902,C002,6180,11
O04863,2015,3,8,pre_covid,P002,Webcam & Headset Combo,Electronics,102,C014,4635,3
O06042,2015,3,8,pre_covid,P007,Treadmill,Gym Equipment,41,C011,43260,2
O06517,2015,3,8,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,942,C003,1236,5
O07166,2015,3,8,pre_covid,P009,Yoga Mat,Gym Equipment,421,C016,1545,1
