order_id,order_year,order_month,order_day,product_id,product_title,product_category,current_product_stock,client_id,price_inr,quantity_ordered
O5673,2020,4,14,P001,iPhone 15,Electronics,66,C005,93531,2
O2236,2020,4,15,P010,Soft Drink Cases,Groceries & Beverages,677,C006,2288,13
O0295,2020,4,16,P006,Festive Sarees,Fashion,2094,C001,6242,2
O4952,2020,4,16,P011,Packaged Snacks,Groceries & Beverages,925,C012,520,1
O5211,2020,4,16,P014,Pens & Markers Set,Stationery & School Products,326,C004,312,27
O1558,2020,4,17,P013,Notebooks (Bundle),Stationery & School Products,525,C007,624,27
O5358,2020,4,17,P012,Tea & Coffee Packs,Groceries & Beverages,764,C003,416,1
O5783,2020,4,17,P015,School Backpacks,Stationery & School Products,162,C008,832,21
O0753,2020,4,18,P008,Dumbbell Set,Gym Products,973,C011,2913,3
O5303,2020,4,18,P010,Soft Drink Cases,Groceries & Beverages,992,C008,2288,23
O0488,2020,4,19,P001,iPhone 15,Electronics,238,C009,93531,1
O3587,2020,4,20,P002,Smart Watch,Electronics,137,C012,15606,3
O5352,2020,4,20,P013,Notebooks (Bundle),Stationery & School Products,197,C004,624,12
O5383,2020,4,20,P013,Notebooks (Bundle),Stationery & School Products,165,C004,624,23
O5955,2020,4,20,P015,School Backpacks,Stationery & School Products,348,C012,832,21
O2427,2020,4,21,P010,Soft Drink Cases,Groceries & Beverages,505,C004,2288,22
O3949,2020,4,21,P011,Packaged Snacks,Groceries & Beverages,391,C005,520,4
O4071,2020,4,21,P015,School Backpacks,Stationery & School Products,269,C007,832,10
O5587,2020,4,21,P010,Soft Drink Cases,Groceries & Beverages,682,C009,2288,27
O1722,2020,4,22,P014,Pens & Markers Set,Stationery & School Products,388,C009,312,30
O4070,2020,4,22,P013,Notebooks (Bundle),Stationery & School Products,999,C005,624,18
O4103,2020,4,22,P014,Pens & Markers Set,Stationery & School Products,248,C001,312,26
O5813,2020,4,22,P014,Pens & Markers Set,Stationery & School Products,424,C003,312,16
O4297,2020,4,23,P015,School Backpacks,Stationery & School Products,111,C004,832,21
O5297,2020,4,23,P002,Smart Watch,Electronics,416,C012,15606,3
O1639,2020,4,26,P003,Bluetooth Speakers,Electronics,310,C008,9883,5
O2234,2020,4,26,P013,Notebooks (Bundle),Stationery & School Products,1120,C009,624,30
O2945,2020,4,26,P015,School Backpacks,Stationery & School Products,131,C003,832,19
O3423,2020,4,26,P009,Yoga Mats,Gym Products,3931,C003,1560,4
O3781,2020,4,26,P008,Dumbbell Set,Gym Products,426,C003,2913,1
O4655,2020,4,26,P015,School Backpacks,Stationery & School Products,224,C008,832,18
O0018,2020,4,27,P005,Summer Cotton T-Shirts,Fashion,2920,C011,1560,24
O0500,2020,4,27,P015,School Backpacks,Stationery & School Products,291,C010,832,22
O1813,2020,4,27,P005,Summer Cotton T-Shirts,Fashion,4099,C002,1560,17
O2646,2020,4,27,P015,School Backpacks,Stationery & School Products,290,C004,832,21
O3144,2020,4,27,P005,Summer Cotton T-Shirts,Fashion,2822,C008,1560,23
O4861,2020,4,27,P013,Notebooks (Bundle),Stationery & School Products,559,C012,624,22
O4037,2020,4,28,P013,Notebooks (Bundle),Stationery & School Products,1052,C005,624,29
O1512,2020,4,29,P010,Soft Drink Cases,Groceries & Beverages,1332,C005,2288,11
O2353,2020,4,29,P014,Pens & Markers Set,Stationery & School Products,401,C005,312,25
O2922,2020,4,29,P013,Notebooks (Bundle),Stationery & School Products,587,C006,624,10
O4204,2020,4,29,P005,Summer Cotton T-Shirts,Fashion,1899,C012,1560,20
O5263,2020,4,29,P010,Soft Drink Cases,Groceries & Beverages,1013,C010,2288,19
O0201,2020,4,30,P001,iPhone 15,Electronics,247,C009,93531,2
O2579,2020,4,30,P010,Soft Drink Cases,Groceries & Beverages,337,C007,2288,14
O5702,2020,4,30,P005,Summer Cotton T-Shirts,Fashion,2726,C008,1560,17
O3044,2020,5,1,P008,Dumbbell Set,Gym Products,890,C001,2913,1
O0027,2020,5,2,P015,School Backpacks,Stationery & School Products,384,C006,832,25
O1106,2020,5,2,P005,Summer Cotton T-Shirts,Fashion,4941,C008,1560,13
O3351,2020,5,2,P015,School Backpacks,Stationery & School Products,364,C002,832,15
O4268,2020,5,3,P001,iPhone 15,Electronics,89,C005,93531,2
O5473,2020,5,4,P005,Summer Cotton T-Shirts,Fashion,222,C004,1560,11
O5660,2020,5,4,P002,Smart Watch,Electronics,263,C009,15606,2
O5885,2020,5,4,P002,Smart Watch,Electronics,94,C010,15606,1
O0301,2020,5,5,P009,Yoga Mats,Gym Products,5301,C002,1560,4
O0882,2020,5,5,P013,Notebooks (Bundle),Stationery & School Products,953,C001,624,14
O2552,2020,5,5,P007,Treadmill,Gym Products,27,C009,43696,1
O4643,2020,5,5,P015,School Backpacks,Stationery & School Products,248,C011,832,24
O0083,2020,5,6,P003,Bluetooth Speakers,Electronics,590,C003,9883,20
O1016,2020,5,6,P012,Tea & Coffee Packs,Groceries & Beverages,832,C001,416,3
O2627,2020,5,6,P010,Soft Drink Cases,Groceries & Beverages,288,C007,2288,22
O2756,2020,5,6,P002,Smart Watch,Electronics,230,C010,15606,5
O5620,2020,5,6,P014,Pens & Markers Set,Stationery & School Products,500,C001,312,18
O0973,2020,5,7,P002,Smart Watch,Electronics,407,C008,15606,2
O1074,2020,5,7,P015,School Backpacks,Stationery & School Products,337,C009,832,14
O4603,2020,5,7,P003,Bluetooth Speakers,Electronics,420,C008,9883,27
O0066,2020,5,8,P008,Dumbbell Set,Gym Products,909,C009,2913,1
O0367,2020,5,9,P013,Notebooks (Bundle),Stationery & School Products,1250,C012,624,22
O2117,2020,5,9,P005,Summer Cotton T-Shirts,Fashion,3753,C012,1560,20
O2592,2020,5,10,P005,Summer Cotton T-Shirts,Fashion,3231,C011,1560,28
O2956,2020,5,10,P011,Packaged Snacks,Groceries & Beverages,991,C011,520,3
O4496,2020,5,10,P013,Notebooks (Bundle),Stationery & School Products,753,C004,624,12
O5513,2020,5,10,P013,Notebooks (Bundle),Stationery & School Products,62,C012,624,20
O1996,2020,5,11,P010,Soft Drink Cases,Groceries & Beverages,947,C002,2288,18
O2557,2020,5,11,P003,Bluetooth Speakers,Electronics,419,C002,9883,12
O4221,2020,5,12,P014,Pens & Markers Set,Stationery & School Products,133,C004,312,14
O5705,2020,5,12,P002,Smart Watch,Electronics,202,C012,15606,4
O0121,2020,5,13,P005,Summer Cotton T-Shirts,Fashion,3956,C001,1560,19
O1337,2020,5,14,P003,Bluetooth Speakers,Electronics,65,C007,9883,27
O1757,2020,5,14,P005,Summer Cotton T-Shirts,Fashion,4165,C007,1560,22
O3434,2020,5,14,P005,Summer Cotton T-Shirts,Fashion,2665,C007,1560,20
O4853,2020,5,14,P008,Dumbbell Set,Gym Products,912,C006,2913,3
O0894,2020,5,15,P014,Pens & Markers Set,Stationery & School Products,346,C001,312,13
O1151,2020,5,15,P012,Tea & Coffee Packs,Groceries & Beverages,699,C002,416,4
O1796,2020,5,15,P002,Smart Watch,Electronics,329,C006,15606,4
O2762,2020,5,15,P010,Soft Drink Cases,Groceries & Beverages,206,C009,2288,12
O0790,2020,5,16,P015,School Backpacks,Stationery & School Products,170,C005,832,26
O1960,2020,5,16,P015,School Backpacks,Stationery & School Products,99,C002,832,19
O3514,2020,5,16,P014,Pens & Markers Set,Stationery & School Products,102,C004,312,24
O2559,2020,5,17,P013,Notebooks (Bundle),Stationery & School Products,947,C010,624,11
O3451,2020,5,17,P015,School Backpacks,Stationery & School Products,260,C008,832,13
O3838,2020,5,17,P011,Packaged Snacks,Groceries & Beverages,490,C006,520,3
O1440,2020,5,18,P005,Summer Cotton T-Shirts,Fashion,4473,C011,1560,18
O2421,2020,5,18,P010,Soft Drink Cases,Groceries & Beverages,518,C002,2288,13
O2676,2020,5,18,P003,Bluetooth Speakers,Electronics,316,C009,9883,28
O3173,2020,5,18,P013,Notebooks (Bundle),Stationery & School Products,393,C003,624,12
O4883,2020,5,18,P012,Tea & Coffee Packs,Groceries & Beverages,250,C003,416,5
O5068,2020,5,18,P014,Pens & Markers Set,Stationery & School Products,438,C012,312,23
O0825,2020,5,19,P015,School Backpacks,Stationery & School Products,122,C006,832,25
O4389,2020,5,19,P014,Pens & Markers Set,Stationery & School Products,469,C005,312,26
O0839,2020,5,20,P007,Treadmill,Gym Products,31,C006,43696,1
O1078,2020,5,20,P002,Smart Watch,Electronics,335,C007,15606,2
O1681,2020,5,20,P004,Men's Winter Jacket,Fashion,1897,C001,3641,5
O1775,2020,5,20,P014,Pens & Markers Set,Stationery & School Products,326,C010,312,13
O3702,2020,5,21,P010,Soft Drink Cases,Groceries & Beverages,850,C003,2288,13
O3901,2020,5,21,P013,Notebooks (Bundle),Stationery & School Products,1082,C004,624,12
O3981,2020,5,21,P006,Festive Sarees,Fashion,160,C010,6242,2
O4945,2020,5,21,P010,Soft Drink Cases,Groceries & Beverages,1297,C012,2288,22
O0491,2020,5,24,P010,Soft Drink Cases,Groceries & Beverages,1693,C008,2288,13
O2569,2020,5,24,P003,Bluetooth Speakers,Electronics,393,C008,9883,28
O4651,2020,5,24,P011,Packaged Snacks,Groceries & Beverages,1093,C003,520,4
O5183,2020,5,24,P008,Dumbbell Set,Gym Products,707,C008,2913,4
O5816,2020,5,24,P005,Summer Cotton T-Shirts,Fashion,2570,C011,1560,30
O5959,2020,5,24,P010,Soft Drink Cases,Groceries & Beverages,383,C012,2288,13
O1378,2020,5,25,P015,School Backpacks,Stationery & School Products,400,C010,832,26
O1828,2020,5,25,P002,Smart Watch,Electronics,324,C003,15606,1
O2553,2020,5,26,P013,Notebooks (Bundle),Stationery & School Products,965,C001,624,18
O4186,2020,5,27,P003,Bluetooth Speakers,Electronics,254,C012,9883,20
O4686,2020,5,27,P005,Summer Cotton T-Shirts,Fashion,1297,C008,1560,11
O5118,2020,5,27,P001,iPhone 15,Electronics,163,C001,93531,2
O1787,2020,5,28,P010,Soft Drink Cases,Groceries & Beverages,1144,C001,2288,12
O3436,2020,5,28,P003,Bluetooth Speakers,Electronics,166,C010,9883,17
O0015,2020,5,29,P015,School Backpacks,Stationery & School Products,433,C002,832,25
O3208,2020,5,29,P005,Summer Cotton T-Shirts,Fashion,2792,C007,1560,22
O3239,2020,5,29,P001,iPhone 15,Electronics,86,C007,93531,2
O3488,2020,5,29,P002,Smart Watch,Electronics,206,C001,15606,2
O3602,2020,5,29,P010,Soft Drink Cases,Groceries & Beverages,1027,C001,2288,23
O2046,2020,5,30,P005,Summer Cotton T-Shirts,Fashion,3934,C001,1560,17
O4007,2020,5,30,P010,Soft Drink Cases,Groceries & Beverages,638,C010,2288,24
O0311,2020,5,31,P013,Notebooks (Bundle),Stationery & School Products,1296,C010,624,24
O3755,2020,5,31,P013,Notebooks (Bundle),Stationery & School Products,1193,C008,624,28
O3384,2020,6,1,P006,Festive Sarees,Fashion,917,C010,6242,2
O1450,2020,6,2,P009,Yoga Mats,Gym Products,4538,C008,1560,22
O3260,2020,6,2,P011,Packaged Snacks,Groceries & Beverages,774,C004,520,5
O3876,2020,6,2,P006,Festive Sarees,Fashion,264,C007,6242,3
O1612,2020,6,3,P009,Yoga Mats,Gym Products,4415,C012,1560,22
O2876,2020,6,3,P013,Notebooks (Bundle),Stationery & School Products,637,C008,624,19
O3570,2020,6,3,P007,Treadmill,Gym Products,6,C004,43696,6
O3691,2020,6,3,P007,Treadmill,Gym Products,38,C010,43696,7
O4129,2020,6,3,P001,iPhone 15,Electronics,97,C010,93531,1
O4284,2020,6,3,P014,Pens & Markers Set,Stationery & School Products,110,C012,312,19
O2523,2020,6,5,P001,iPhone 15,Electronics,14,C008,93531,1
O2307,2020,6,6,P012,Tea & Coffee Packs,Groceries & Beverages,676,C012,416,5
O4722,2020,6,6,P012,Tea & Coffee Packs,Groceries & Beverages,416,C007,416,5
O5900,2020,6,6,P013,Notebooks (Bundle),Stationery & School Products,942,C002,624,16
O2289,2020,6,7,P004,Men's Winter Jacket,Fashion,1441,C002,3641,3
O4533,2020,6,8,P014,Pens & Markers Set,Stationery & School Products,267,C012,312,29
O1197,2020,6,9,P012,Tea & Coffee Packs,Groceries & Beverages,695,C003,416,4
O1878,2020,6,9,P002,Smart Watch,Electronics,320,C008,15606,5
O2680,2020,6,9,P004,Men's Winter Jacket,Fashion,1157,C001,3641,3
O2810,2020,6,9,P011,Packaged Snacks,Groceries & Beverages,1083,C004,520,5
O4675,2020,6,9,P010,Soft Drink Cases,Groceries & Beverages,138,C011,2288,14
O5436,2020,6,9,P006,Festive Sarees,Fashion,735,C004,6242,5
O0205,2020,6,10,P010,Soft Drink Cases,Groceries & Beverages,2055,C001,2288,26
O0485,2020,6,10,P010,Soft Drink Cases,Groceries & Beverages,1708,C012,2288,15
O2002,2020,6,10,P005,Summer Cotton T-Shirts,Fashion,3955,C005,1560,16
O5564,2020,6,10,P009,Yoga Mats,Gym Products,2532,C003,1560,12
O1171,2020,6,12,P014,Pens & Markers Set,Stationery & School Products,216,C010,312,14
O3211,2020,6,12,P008,Dumbbell Set,Gym Products,729,C002,2913,12
O0250,2020,6,13,P005,Summer Cotton T-Shirts,Fashion,4576,C010,1560,21
O5206,2020,6,13,P009,Yoga Mats,Gym Products,2770,C009,1560,24
O0239,2020,6,15,P011,Packaged Snacks,Groceries & Beverages,2529,C008,520,4
O0741,2020,6,15,P002,Smart Watch,Electronics,107,C006,15606,3
O3863,2020,6,15,P005,Summer Cotton T-Shirts,Fashion,2244,C008,1560,16
O4030,2020,6,15,P007,Treadmill,Gym Products,48,C009,43696,8
O4912,2020,6,15,P013,Notebooks (Bundle),Stationery & School Products,499,C008,624,10
O2012,2020,6,16,P010,Soft Drink Cases,Groceries & Beverages,929,C008,2288,26
O2415,2020,6,16,P003,Bluetooth Speakers,Electronics,39,C002,9883,23
O1309,2020,6,17,P013,Notebooks (Bundle),Stationery & School Products,679,C005,624,24
O0090,2020,6,19,P005,Summer Cotton T-Shirts,Fashion,4002,C003,1560,18
O2366,2020,6,19,P014,Pens & Markers Set,Stationery & School Products,376,C007,312,30
O2636,2020,6,19,P006,Festive Sarees,Fashion,1915,C009,6242,5
O3545,2020,6,19,P005,Summer Cotton T-Shirts,Fashion,2603,C003,1560,13
O4943,2020,6,19,P006,Festive Sarees,Fashion,1260,C009,6242,1
O4639,2020,6,20,P010,Soft Drink Cases,Groceries & Beverages,193,C005,2288,23
O0102,2020,6,21,P001,iPhone 15,Electronics,211,C005,93531,1
O0373,2020,6,21,P014,Pens & Markers Set,Stationery & School Products,390,C009,312,29
O5413,2020,6,21,P008,Dumbbell Set,Gym Products,597,C005,2913,14
O1359,2020,6,22,P003,Bluetooth Speakers,Electronics,573,C005,9883,28
O1814,2020,6,22,P012,Tea & Coffee Packs,Groceries & Beverages,59,C001,416,5
O2774,2020,6,22,P013,Notebooks (Bundle),Stationery & School Products,776,C005,624,21
O3641,2020,6,22,P004,Men's Winter Jacket,Fashion,583,C011,3641,1
O4613,2020,6,22,P015,School Backpacks,Stationery & School Products,290,C002,832,24
O0911,2020,6,24,P009,Yoga Mats,Gym Products,4956,C004,1560,18
O2974,2020,6,24,P010,Soft Drink Cases,Groceries & Beverages,1391,C004,2288,10
O4787,2020,6,24,P001,iPhone 15,Electronics,197,C012,93531,1
O5022,2020,6,24,P007,Treadmill,Gym Products,41,C007,43696,6
O0341,2020,6,25,P003,Bluetooth Speakers,Electronics,397,C006,9883,20
O0346,2020,6,25,P008,Dumbbell Set,Gym Products,992,C002,2913,12
O4148,2020,6,25,P006,Festive Sarees,Fashion,2347,C002,6242,2
O1598,2020,6,26,P008,Dumbbell Set,Gym Products,691,C006,2913,12
O2465,2020,6,26,P003,Bluetooth Speakers,Electronics,584,C008,9883,16
O4027,2020,6,26,P006,Festive Sarees,Fashion,127,C006,6242,3
O4579,2020,6,26,P005,Summer Cotton T-Shirts,Fashion,1470,C012,1560,15
O0956,2020,6,27,P007,Treadmill,Gym Products,3,C009,43696,3
O5065,2020,6,27,P010,Soft Drink Cases,Groceries & Beverages,1178,C012,2288,23
O1906,2020,6,28,P008,Dumbbell Set,Gym Products,450,C005,2913,30
O2490,2020,6,28,P009,Yoga Mats,Gym Products,4493,C008,1560,30
O3835,2020,6,28,P009,Yoga Mats,Gym Products,3613,C004,1560,22
O4666,2020,6,28,P011,Packaged Snacks,Groceries & Beverages,1089,C005,520,1
O2492,2020,6,29,P011,Packaged Snacks,Groceries & Beverages,1277,C004,520,2
O3369,2020,6,29,P014,Pens & Markers Set,Stationery & School Products,125,C001,312,11
O3484,2020,6,29,P003,Bluetooth Speakers,Electronics,122,C004,9883,22
O1042,2020,6,30,P010,Soft Drink Cases,Groceries & Beverages,1605,C001,2288,13
O5368,2020,6,30,P009,Yoga Mats,Gym Products,2663,C003,1560,24
O5562,2020,7,1,P014,Pens & Markers Set,Stationery & School Products,48,C008,312,5
O0206,2020,7,2,P011,Packaged Snacks,Groceries & Beverages,2377,C007,520,4
O2549,2020,7,2,P006,Festive Sarees,Fashion,2011,C002,6242,2
O4532,2020,7,2,P006,Festive Sarees,Fashion,1810,C008,6242,1
O2067,2020,7,3,P005,Summer Cotton T-Shirts,Fashion,3823,C008,1560,15
O3627,2020,7,3,P001,iPhone 15,Electronics,186,C004,93531,1
O1177,2020,7,4,P010,Soft Drink Cases,Groceries & Beverages,1499,C004,2288,23
O2687,2020,7,4,P001,iPhone 15,Electronics,160,C008,93531,2
O3727,2020,7,4,P009,Yoga Mats,Gym Products,3724,C007,1560,10
O5173,2020,7,4,P008,Dumbbell Set,Gym Products,733,C008,2913,24
O3381,2020,7,5,P004,Men's Winter Jacket,Fashion,743,C010,3641,3
O4177,2020,7,5,P007,Treadmill,Gym Products,25,C010,43696,7
O4315,2020,7,5,P004,Men's Winter Jacket,Fashion,1887,C001,3641,2
O5964,2020,7,5,P015,School Backpacks,Stationery & School Products,327,C011,832,2
O2941,2020,7,6,P002,Smart Watch,Electronics,478,C003,15606,2
O3334,2020,7,6,P014,Pens & Markers Set,Stationery & School Products,138,C012,312,5
O3726,2020,7,6,P003,Bluetooth Speakers,Electronics,568,C010,9883,27
O2931,2020,7,7,P003,Bluetooth Speakers,Electronics,75,C004,9883,19
O5166,2020,7,9,P011,Packaged Snacks,Groceries & Beverages,805,C008,520,2
O1298,2020,7,10,P008,Dumbbell Set,Gym Products,865,C002,2913,27
O2850,2020,7,10,P010,Soft Drink Cases,Groceries & Beverages,125,C006,2288,10
O3149,2020,7,10,P015,School Backpacks,Stationery & School Products,84,C002,832,3
O4475,2020,7,11,P005,Summer Cotton T-Shirts,Fashion,1602,C007,1560,11
O4628,2020,7,11,P006,Festive Sarees,Fashion,1729,C007,6242,3
O0124,2020,7,12,P003,Bluetooth Speakers,Electronics,662,C011,9883,26
O2093,2020,7,12,P010,Soft Drink Cases,Groceries & Beverages,811,C002,2288,10
O3151,2020,7,12,P014,Pens & Markers Set,Stationery & School Products,244,C010,312,5
O3589,2020,7,12,P003,Bluetooth Speakers,Electronics,58,C006,9883,17
O4214,2020,7,12,P013,Notebooks (Bundle),Stationery & School Products,929,C003,624,3
O1857,2020,7,13,P001,iPhone 15,Electronics,131,C006,93531,1
O3848,2020,7,13,P009,Yoga Mats,Gym Products,3587,C011,1560,29
O5711,2020,7,13,P010,Soft Drink Cases,Groceries & Beverages,601,C007,2288,22
O0182,2020,7,14,P008,Dumbbell Set,Gym Products,1186,C006,2913,15
O0362,2020,7,14,P003,Bluetooth Speakers,Electronics,375,C009,9883,10
O3687,2020,7,14,P008,Dumbbell Set,Gym Products,508,C009,2913,18
O5281,2020,7,14,P002,Smart Watch,Electronics,445,C004,15606,1
O1973,2020,7,15,P012,Tea & Coffee Packs,Groceries & Beverages,873,C006,416,3
O5947,2020,7,15,P014,Pens & Markers Set,Stationery & School Products,355,C004,312,5
O1619,2020,7,16,P004,Men's Winter Jacket,Fashion,1971,C009,3641,4
O2240,2020,7,16,P009,Yoga Mats,Gym Products,4023,C002,1560,29
O2384,2020,7,17,P003,Bluetooth Speakers,Electronics,55,C008,9883,12
O4534,2020,7,17,P008,Dumbbell Set,Gym Products,131,C010,2913,11
O5345,2020,7,17,P009,Yoga Mats,Gym Products,2688,C012,1560,19
O4616,2020,7,18,P009,Yoga Mats,Gym Products,3114,C006,1560,18
O3280,2020,7,19,P007,Treadmill,Gym Products,30,C001,43696,6
O2065,2020,7,20,P015,School Backpacks,Stationery & School Products,33,C004,832,4
O5189,2020,7,20,P011,Packaged Snacks,Groceries & Beverages,800,C008,520,3
O0190,2020,7,21,P010,Soft Drink Cases,Groceries & Beverages,2075,C007,2288,15
O4230,2020,7,21,P009,Yoga Mats,Gym Products,3288,C004,1560,19
O5550,2020,7,21,P010,Soft Drink Cases,Groceries & Beverages,780,C001,2288,23
O5658,2020,7,21,P009,Yoga Mats,Gym Products,2386,C007,1560,24
O3556,2020,7,22,P009,Yoga Mats,Gym Products,3822,C006,1560,17
O4228,2020,7,22,P002,Smart Watch,Electronics,154,C010,15606,2
O4465,2020,7,22,P010,Soft Drink Cases,Groceries & Beverages,292,C012,2288,11
O5637,2020,7,22,P012,Tea & Coffee Packs,Groceries & Beverages,646,C011,416,3
O2418,2020,7,23,P014,Pens & Markers Set,Stationery & School Products,316,C012,312,4
O3814,2020,7,23,P005,Summer Cotton T-Shirts,Fashion,2301,C001,1560,23
O0243,2020,7,24,P008,Dumbbell Set,Gym Products,1124,C007,2913,25
O4740,2020,7,24,P008,Dumbbell Set,Gym Products,977,C008,2913,16
O5109,2020,7,25,P008,Dumbbell Set,Gym Products,760,C008,2913,26
O2268,2020,7,26,P006,Festive Sarees,Fashion,2320,C012,6242,3
O0628,2020,7,27,P009,Yoga Mats,Gym Products,5139,C006,1560,26
O1841,2020,7,27,P005,Summer Cotton T-Shirts,Fashion,4082,C011,1560,29
O1889,2020,7,27,P010,Soft Drink Cases,Groceries & Beverages,1018,C004,2288,29
O1984,2020,7,27,P007,Treadmill,Gym Products,2,C006,43696,2
O2113,2020,7,27,P007,Treadmill,Gym Products,37,C001,43696,10
O4518,2020,7,27,P007,Treadmill,Gym Products,41,C012,43696,6
O1350,2020,7,28,P013,Notebooks (Bundle),Stationery & School Products,645,C004,624,5
O4719,2020,7,28,P013,Notebooks (Bundle),Stationery & School Products,588,C008,624,5
O0675,2020,7,29,P001,iPhone 15,Electronics,219,C001,93531,2
O1295,2020,7,30,P007,Treadmill,Gym Products,22,C001,43696,3
O2742,2020,7,31,P003,Bluetooth Speakers,Electronics,220,C006,9883,17
O2826,2020,7,31,P004,Men's Winter Jacket,Fashion,1038,C011,3641,1
O2608,2020,8,1,P004,Men's Winter Jacket,Fashion,1205,C008,3641,2
O3175,2020,8,1,P002,Smart Watch,Electronics,316,C007,15606,2
O4552,2020,8,1,P002,Smart Watch,Electronics,437,C008,15606,3
O5962,2020,8,1,P012,Tea & Coffee Packs,Groceries & Beverages,372,C002,416,4
O0642,2020,8,2,P007,Treadmill,Gym Products,6,C005,43696,1
O0934,2020,8,2,P015,School Backpacks,Stationery & School Products,85,C005,832,4
O6000,2020,8,2,P003,Bluetooth Speakers,Electronics,308,C007,9883,2
O3082,2020,8,3,P014,Pens & Markers Set,Stationery & School Products,291,C008,312,1
O3921,2020,8,3,P011,Packaged Snacks,Groceries & Beverages,424,C006,520,2
O4633,2020,8,3,P011,Packaged Snacks,Groceries & Beverages,1097,C001,520,2
O5769,2020,8,3,P011,Packaged Snacks,Groceries & Beverages,569,C003,520,3
O0448,2020,8,4,P001,iPhone 15,Electronics,240,C001,93531,2
O2577,2020,8,4,P007,Treadmill,Gym Products,17,C012,43696,1
O3358,2020,8,4,P010,Soft Drink Cases,Groceries & Beverages,1176,C007,2288,2
O5607,2020,8,4,P006,Festive Sarees,Fashion,525,C001,6242,1
O5106,2020,8,5,P007,Treadmill,Gym Products,4,C003,43696,1
O4979,2020,8,6,P009,Yoga Mats,Gym Products,2907,C008,1560,1
O5877,2020,8,6,P009,Yoga Mats,Gym Products,2287,C004,1560,3
O3245,2020,8,7,P011,Packaged Snacks,Groceries & Beverages,789,C011,520,4
O0623,2020,8,8,P008,Dumbbell Set,Gym Products,1048,C010,2913,3
O1933,2020,8,8,P015,School Backpacks,Stationery & School Products,101,C009,832,2
O3473,2020,8,8,P010,Soft Drink Cases,Groceries & Beverages,1100,C002,2288,5
O0907,2020,8,9,P008,Dumbbell Set,Gym Products,1032,C009,2913,5
O3371,2020,8,9,P014,Pens & Markers Set,Stationery & School Products,114,C006,312,5
O3867,2020,8,10,P007,Treadmill,Gym Products,41,C007,43696,2
O4879,2020,8,10,P007,Treadmill,Gym Products,7,C012,43696,2
O0574,2020,8,11,P015,School Backpacks,Stationery & School Products,263,C007,832,1
O3061,2020,8,11,P004,Men's Winter Jacket,Fashion,920,C004,3641,4
O3069,2020,8,11,P011,Packaged Snacks,Groceries & Beverages,905,C008,520,2
O0449,2020,8,12,P010,Soft Drink Cases,Groceries & Beverages,1738,C002,2288,2
O2355,2020,8,12,P002,Smart Watch,Electronics,497,C004,15606,3
O2495,2020,8,12,P011,Packaged Snacks,Groceries & Beverages,1275,C001,520,4
O2893,2020,8,12,P005,Summer Cotton T-Shirts,Fashion,3081,C003,1560,4
O3116,2020,8,12,P013,Notebooks (Bundle),Stationery & School Products,458,C010,624,4
O1486,2020,8,13,P011,Packaged Snacks,Groceries & Beverages,1737,C008,520,2
O1266,2020,8,14,P007,Treadmill,Gym Products,24,C006,43696,2
O1736,2020,8,16,P006,Festive Sarees,Fashion,330,C005,6242,1
O2430,2020,8,16,P012,Tea & Coffee Packs,Groceries & Beverages,588,C010,416,4
O3047,2020,8,16,P010,Soft Drink Cases,Groceries & Beverages,1333,C011,2288,5
O5279,2020,8,16,P002,Smart Watch,Electronics,450,C001,15606,5
O4772,2020,8,17,P001,iPhone 15,Electronics,198,C006,93531,1
O5006,2020,8,17,P005,Summer Cotton T-Shirts,Fashion,963,C011,1560,2
O1382,2020,8,18,P010,Soft Drink Cases,Groceries & Beverages,1375,C003,2288,1
O3580,2020,8,18,P010,Soft Drink Cases,Groceries & Beverages,1029,C012,2288,2
O4697,2020,8,18,P001,iPhone 15,Electronics,17,C009,93531,2
O2588,2020,8,19,P001,iPhone 15,Electronics,179,C011,93531,2
O0656,2020,8,22,P004,Men's Winter Jacket,Fashion,2730,C010,3641,4
O1252,2020,8,23,P011,Packaged Snacks,Groceries & Beverages,1838,C006,520,5
O1826,2020,8,23,P004,Men's Winter Jacket,Fashion,1791,C005,3641,4
O3187,2020,8,23,P015,School Backpacks,Stationery & School Products,66,C012,832,5
O3956,2020,8,23,P003,Bluetooth Speakers,Electronics,363,C011,9883,2
O1594,2020,8,24,P004,Men's Winter Jacket,Fashion,2033,C010,3641,3
O2703,2020,8,25,P011,Packaged Snacks,Groceries & Beverages,1175,C012,520,1
O3609,2020,8,25,P004,Men's Winter Jacket,Fashion,637,C005,3641,4
O4101,2020,8,25,P005,Summer Cotton T-Shirts,Fashion,1999,C008,1560,5
O4526,2020,8,26,P011,Packaged Snacks,Groceries & Beverages,87,C002,520,1
O1966,2020,8,27,P007,Treadmill,Gym Products,4,C003,43696,2
O2185,2020,8,27,P004,Men's Winter Jacket,Fashion,1494,C001,3641,3
O3885,2020,8,28,P014,Pens & Markers Set,Stationery & School Products,383,C005,312,3
O2431,2020,8,30,P003,Bluetooth Speakers,Electronics,588,C010,9883,4
O1185,2020,8,31,P015,School Backpacks,Stationery & School Products,206,C012,832,1
O2244,2020,8,31,P003,Bluetooth Speakers,Electronics,213,C005,9883,1
O3226,2020,9,1,P007,Treadmill,Gym Products,46,C001,43696,2
O3306,2020,9,1,P006,Festive Sarees,Fashion,1042,C009,6242,5
O4274,2020,9,1,P006,Festive Sarees,Fashion,2169,C002,6242,4
